Date,Close,Volume,Open,High,Low
2013-09-09,18.0775,337917025.0,18.0357,18.14,17.9814
2013-09-10,17.6657,741487583.0,18.0786,18.1232,17.4821
2013-09-11,16.7039,896690121.0,16.6789,16.9175,16.6004
2013-09-12,16.8818,403426919.0,16.7321,16.9786,16.6432
2013-09-13,16.6036,297981761.0,16.7622,16.851,16.5964
2013-09-16,16.0757,546255421.0,16.4643,16.4861,15.9721
2013-09-17,16.2614,398818120.0,15.9986,16.4182,15.9821
2013-09-18,16.5957,454546498.0,16.5421,16.6554,16.4521
2013-09-19,16.8679,403247439.0,16.8107,16.9939,16.7589
2013-09-20,16.6932,697701481.0,17.0714,17.0911,16.6429
2013-09-23,17.5229,759771296.0,17.7179,17.7468,17.2357
2013-09-24,17.4679,361925335.0,17.6743,17.6954,17.4221
2013-09-25,17.1975,316045954.0,17.4714,17.4871,17.1939
2013-09-26,17.365,236202978.0,17.3571,17.4486,17.2821
2013-09-27,17.2411,227151253.0,17.2779,17.3096,17.1686
2013-09-30,17.0268,259059760.0,17.0446,17.2021,16.9433
2013-10-01,17.4271,352776899.0,17.0875,17.4693,17.085
2013-10-02,17.4843,287196445.0,17.3439,17.5643,17.2768
2013-10-03,17.2646,315209314.0,17.5182,17.5839,17.1692
2013-10-04,17.2511,258552177.0,17.2807,17.3071,17.0929
2013-10-07,17.4196,311556715.0,17.3771,17.5946,17.3339
2013-10-08,17.1764,289041924.0,17.4979,17.5229,17.1621
2013-10-09,17.3781,301216880.0,17.3086,17.4211,17.0814
2013-10-10,17.4871,276745897.0,17.5471,17.585,17.3943
2013-10-11,17.6004,267188213.0,17.3925,17.6371,17.3271
2013-10-14,17.7157,260866936.0,17.4939,17.7707,17.4768
2013-10-15,17.81,318862752.0,17.768,17.9286,17.6971
2013-10-16,17.8969,249798260.0,17.8854,17.9475,17.8296
2013-10-17,18.0179,252467639.0,17.8564,18.0279,17.8457
2013-10-18,18.1747,288780964.0,18.0711,18.1879,18.0611
2013-10-21,18.6201,394801242.0,18.2775,18.725,18.2686
2013-10-22,18.5667,532799747.0,18.8002,18.8732,18.1439
2013-10-23,18.7486,312951115.0,18.5357,18.7739,18.5357
2013-10-24,18.9968,384017886.0,18.75,19.0168,18.6589
2013-10-25,18.7842,337264625.0,18.9755,19.0439,18.7539
2013-10-28,18.9242,496822841.0,18.8943,18.9643,18.6861
2013-10-29,18.4528,633998146.0,19.1525,19.2589,18.3764
2013-10-30,18.7463,352501379.0,18.5575,18.84,18.465
2013-10-31,18.6679,275099022.0,18.75,18.8389,18.6168
2013-11-01,18.5725,274097882.0,18.715,18.7429,18.4229
2013-11-04,18.8125,244047314.0,18.6107,18.815,18.5289
2013-11-05,18.766,264973890.0,18.735,18.8888,18.6786
2013-11-06,18.6043,222866331.0,18.7197,18.745,18.5072
2013-11-07,18.3033,262171679.0,18.5564,18.6854,18.2993
2013-11-08,18.5914,278468765.0,18.3779,18.6118,18.3068
2013-11-11,18.5374,226990197.0,18.5711,18.6311,18.3718
2013-11-12,18.5718,204271118.0,18.4882,18.7114,18.4643
2013-11-13,18.5941,196615949.0,18.5,18.6518,18.4629
2013-11-14,18.8629,281606247.0,18.6718,18.9029,18.6382
2013-11-15,18.7497,317359713.0,18.8064,18.8961,18.7318
2013-11-18,18.5225,243991314.0,18.7497,18.8282,18.5072
2013-11-19,18.5554,208421193.0,18.5368,18.6922,18.4989
2013-11-20,18.3929,193837734.0,18.5439,18.5864,18.3689
2013-11-21,18.612,261530367.0,18.4857,18.6147,18.3454
2013-11-22,18.5643,223333707.0,18.5543,18.6486,18.5189
2013-11-25,18.705,229083084.0,18.6079,18.7811,18.6072
2013-11-26,19.05,399830600.0,18.7186,19.1479,18.7143
2013-11-27,19.4986,362577735.0,19.1539,19.5,19.05
2013-11-29,19.8597,318128873.0,19.6243,19.9404,19.5647
2013-12-02,19.6868,471672691.0,19.9286,20.1546,19.6722
2013-12-03,20.2258,449352780.0,19.9393,20.2279,19.9172
2013-12-04,20.1786,377116729.0,20.1964,20.3282,20.0293
2013-12-05,20.2822,446402981.0,20.4518,20.5406,20.2289
2013-12-06,20.0007,343676063.0,20.2068,20.2411,19.9847
2013-12-09,20.2297,319780872.0,20.0322,20.3422,20.0322
2013-12-10,20.1982,276406285.0,20.1279,20.2814,20.0429
2013-12-11,20.0486,359135696.0,20.25,20.3918,19.9889
2013-12-12,20.0193,261862867.0,20.0765,20.1907,20.0011
2013-12-13,19.8011,331897587.0,20.1018,20.1029,19.7739
2013-12-16,19.9107,282191727.0,19.8222,20.0943,19.8218
2013-12-17,19.8211,228549153.0,19.8504,19.98,19.7634
2013-12-18,19.6704,564867854.0,19.6322,19.6947,19.2429
2013-12-19,19.445,319759032.0,19.625,19.6429,19.4189
2013-12-20,19.6079,434954346.0,19.4797,19.7004,19.4578
2013-12-23,20.3604,500288960.0,20.2857,20.3829,20.0986
2013-12-24,20.2739,167554873.0,20.3532,20.4243,20.2154
2013-12-26,20.1393,203626699.0,20.2893,20.3393,20.1206
2013-12-27,20.0032,225542710.0,20.1364,20.1575,19.9822
2013-12-30,19.8043,253061043.0,19.9093,20.0032,19.7258
2013-12-31,20.0364,223044243.0,19.7918,20.0457,19.7857
2014-01-02,19.7547,234645954.0,19.8457,19.8939,19.715
2014-01-03,19.3207,392187723.0,19.745,19.775,19.3011
2014-01-06,19.4261,412529155.0,19.1947,19.5286,19.0572
2014-01-07,19.2871,320691432.0,19.44,19.4986,19.2116
2014-01-08,19.4093,256633533.0,19.2432,19.4843,19.2389
2014-01-09,19.1614,279051080.0,19.5286,19.5307,19.1197
2014-01-10,19.0336,304941998.0,19.2797,19.3143,18.9682
2014-01-13,19.1332,378449529.0,18.9254,19.375,18.9243
2014-01-14,19.5139,332329907.0,19.2222,19.5261,19.2022
2014-01-15,19.9057,391554083.0,19.7686,20.0072,19.7022
2014-01-16,19.7947,229251980.0,19.8179,19.8875,19.7029
2014-01-17,19.3097,426643109.0,19.6957,19.7168,19.2822
2014-01-21,19.6097,327587829.0,19.3211,19.6454,19.3007
2014-01-22,19.6968,379766648.0,19.6755,19.9032,19.5647
2014-01-23,19.8636,403214119.0,19.6407,19.875,19.4574
2014-01-24,19.5025,431772427.0,19.7857,19.8436,19.4554
2014-01-27,19.6607,543707143.0,19.6454,19.8143,19.4911
2014-01-28,18.0893,1065209454.0,18.17,18.3929,17.9311
2014-01-29,17.8839,502717399.0,17.9982,18.1204,17.8079
2014-01-30,17.8494,678407529.0,17.9479,18.0893,17.7393
2014-01-31,17.8786,464766494.0,17.685,17.9118,17.6268
2014-02-03,17.9118,401391319.0,17.9504,18.1332,17.8321
2014-02-04,18.1711,376666769.0,18.0661,18.195,17.9557
2014-02-05,18.3068,328291189.0,18.0914,18.4029,18.0804
2014-02-06,18.3039,257660377.0,18.2164,18.3393,18.1361
2014-02-07,18.56,373779410.0,18.6207,18.6761,18.4779
2014-02-10,18.8925,345370342.0,18.5236,18.9997,18.5
2014-02-11,19.1414,281957647.0,18.9504,19.2054,18.9107
2014-02-12,19.14,307977477.0,19.1768,19.27,19.0443
2014-02-13,19.4439,307160157.0,19.095,19.4589,19.0786
2014-02-14,19.4282,273580835.0,19.3739,19.4993,19.3289
2014-02-18,19.4997,260192220.0,19.5,19.6854,19.4861
2014-02-19,19.1918,313663435.0,19.4554,19.5318,19.0839
2014-02-20,18.9697,305829318.0,19.0354,19.1786,18.8929
2014-02-21,18.7589,278751984.0,19.0283,19.0918,18.7357
2014-02-24,18.8411,288835564.0,18.6839,18.9257,18.6579
2014-02-25,18.645,231846263.0,18.9064,18.913,18.6072
2014-02-26,18.4768,276096886.0,18.7004,18.75,18.4143
2014-02-27,18.8454,301778279.0,18.4693,18.885,18.4304
2014-02-28,18.7943,371720571.0,18.8957,19.0268,18.6472
2014-03-03,18.8486,238686157.0,18.6936,18.9518,18.6718
2014-03-04,18.9729,259089580.0,18.9643,19.0229,18.8489
2014-03-05,19.0129,200003500.0,18.9614,19.0982,18.8975
2014-03-06,18.9554,185452998.0,19.0282,19.0871,18.8607
2014-03-07,18.9443,220657552.0,18.9675,18.9993,18.7875
2014-03-10,18.9614,178555677.0,18.87,19.0475,18.8693
2014-03-11,19.1461,279164956.0,19.1232,19.2407,19.0211
2014-03-12,19.1647,199276144.0,19.0897,19.1911,19.0
2014-03-13,18.9518,257255973.0,19.1943,19.2736,18.8986
2014-03-14,18.7389,236664557.0,18.8854,18.9604,18.6786
2014-03-17,18.8122,198900664.0,18.8464,18.9275,18.7804
2014-03-18,18.9786,209116460.0,18.7822,18.9989,18.7572
2014-03-19,18.9736,224310262.0,19.0093,19.1514,18.8929
2014-03-20,18.8822,208069513.0,18.9247,19.0239,18.8339
2014-03-21,19.0311,373726491.0,18.9975,19.0625,18.7975
2014-03-24,19.2568,354697698.0,19.2293,19.3036,19.1093
2014-03-25,19.4639,281137248.0,19.3393,19.4911,19.2711
2014-03-26,19.2779,297579401.0,19.5186,19.6072,19.245
2014-03-27,19.195,221321543.0,19.2863,19.3393,19.1114
2014-03-28,19.1736,198812044.0,19.2257,19.2479,19.0804
2014-03-31,19.1693,167151785.0,19.2582,19.3147,19.1404
2014-04-01,19.3447,200278488.0,19.2057,19.3525,19.1704
2014-04-02,19.3768,179215104.0,19.3707,19.41,19.295
2014-04-03,19.2425,161890979.0,19.3354,19.375,19.2014
2014-04-04,18.9936,274460790.0,19.2789,19.2857,18.9493
2014-04-07,18.6954,288587765.0,18.8579,18.9607,18.6389
2014-04-08,18.6943,243523547.0,18.7568,18.79,18.525
2014-04-09,18.94,205430682.0,18.6657,18.9461,18.6436
2014-04-10,18.6957,238807088.0,18.9529,19.0086,18.6847
2014-04-11,18.5575,271682603.0,18.5357,18.6725,18.4693
2014-04-14,18.6314,205010850.0,18.6393,18.6486,18.4718
2014-04-15,18.4986,265847350.0,18.5811,18.63,18.2618
2014-04-16,18.5361,210063028.0,18.5018,18.6104,18.362
2014-04-17,18.7479,283914286.0,18.5714,18.8486,18.5429
2014-04-21,18.9704,182185847.0,18.7622,19.005,18.7129
2014-04-22,18.9893,202430847.0,18.8682,18.9938,18.8036
2014-04-23,18.7411,373894210.0,18.895,18.9689,18.7304
2014-04-24,20.2775,758353097.0,20.2932,20.3572,20.0261
2014-04-25,20.4264,389740524.0,20.1618,20.4282,20.1414
2014-04-28,21.2175,668006093.0,20.4572,21.2768,20.4482
2014-04-29,21.1547,336197546.0,21.205,21.285,21.0539
2014-04-30,21.0747,456118138.0,21.1657,21.4082,21.0643
2014-05-01,21.1243,243835270.0,21.1429,21.2429,20.9414
2014-05-02,21.1636,190692468.0,21.155,21.2214,21.0611
2014-05-05,21.4629,286095206.0,21.0764,21.4643,21.0714
2014-05-06,21.2289,373872650.0,21.4929,21.5861,21.2289
2014-05-07,21.1547,282128727.0,21.2589,21.3318,20.9904
2014-05-08,20.9997,228973884.0,21.0089,21.2289,20.9429
2014-05-09,20.9122,291068564.0,20.8764,20.9375,20.7261
2014-05-12,21.1725,212736019.0,20.9818,21.2022,20.9786
2014-05-13,21.2057,159417936.0,21.1429,21.2336,21.0964
2014-05-14,21.2097,166020698.0,21.1582,21.3357,21.1336
2014-05-15,21.0293,229710816.0,21.2393,21.3072,21.0014
2014-05-16,21.3397,275840350.0,21.0225,21.3404,20.9072
2014-05-19,21.5925,315279314.0,21.3518,21.6904,21.3332
2014-05-20,21.5968,232929331.0,21.5897,21.6572,21.4547
2014-05-21,21.6539,196739793.0,21.5654,21.6679,21.5022
2014-05-22,21.6882,200570528.0,21.6643,21.7804,21.575
2014-05-23,21.9332,231673307.0,21.6875,21.9546,21.6597
2014-05-27,22.3439,347361701.0,21.9957,22.3522,21.9868
2014-05-28,22.2861,315174594.0,22.3579,22.4939,22.2779
2014-05-29,22.6922,374950650.0,22.4232,22.7454,22.4204
2014-05-30,22.6072,563440415.0,22.785,23.0061,22.4607
2014-06-02,22.4518,368718413.0,22.6414,22.6725,22.2322
2014-06-03,22.7693,292173443.0,22.445,22.8122,22.4375
2014-06-04,23.0293,334940906.0,22.7657,23.1389,22.7182
2014-06-05,23.1197,303186119.0,23.0786,23.1918,22.9504
2014-06-06,23.0561,349612060.0,23.2107,23.2593,23.0168
2014-06-09,23.425,301181800.0,23.175,23.47,22.9375
2014-06-10,23.5625,250252280.0,23.6825,23.7625,23.3925
2014-06-11,23.465,182114960.0,23.5325,23.69,23.3675
2014-06-12,23.0725,218514600.0,23.51,23.53,22.975
2014-06-13,22.82,217626560.0,23.05,23.11,22.72
2014-06-16,23.05,141485840.0,22.8775,23.1875,22.8625
2014-06-17,23.02,118738480.0,23.0775,23.175,22.95
2014-06-18,23.045,133258880.0,23.0675,23.0725,22.8375
2014-06-19,22.965,141904320.0,23.0725,23.075,22.8347
2014-06-20,22.7275,401914400.0,22.9625,23.1375,22.725
2014-06-23,22.7075,174446840.0,22.83,22.905,22.65
2014-06-24,22.57,155910680.0,22.6875,22.935,22.5475
2014-06-25,22.59,147343600.0,22.5525,22.675,22.4125
2014-06-26,22.725,130114720.0,22.5925,22.7625,22.45
2014-06-27,22.995,247032800.0,22.705,23.0,22.6925
2014-06-30,23.2325,197896920.0,23.025,23.4312,23.0225
2014-07-01,23.38,152625120.0,23.38,23.5175,23.2825
2014-07-02,23.37,113657240.0,23.4662,23.515,23.2725
2014-07-03,23.5075,91567000.0,23.4175,23.525,23.3
2014-07-07,23.992,219236120.0,23.535,23.9975,23.525
2014-07-08,23.8375,260447840.0,24.0675,24.2,23.48
2014-07-09,23.8475,145069400.0,23.86,23.9875,23.69
2014-07-10,23.7587,158535200.0,23.44,23.8875,23.38
2014-07-11,23.805,135841200.0,23.84,23.9725,23.7156
2014-07-14,24.1125,170575040.0,23.965,24.2225,23.9125
2014-07-15,23.83,180749680.0,24.2,24.2125,23.7575
2014-07-16,23.695,213295760.0,24.2425,24.275,23.685
2014-07-17,23.2725,228444640.0,23.7575,23.8197,23.1425
2014-07-18,23.6075,199352440.0,23.405,23.685,23.255
2014-07-21,23.4847,155171840.0,23.7475,23.75,23.43
2014-07-22,23.68,217190120.0,23.67,23.7225,23.53
2014-07-23,24.2975,363748920.0,23.855,24.47,23.7925
2014-07-24,24.2575,182436160.0,24.2587,24.33,24.105
2014-07-25,24.4178,173538360.0,24.2125,24.46,24.16
2014-07-28,24.755,219707760.0,24.455,24.81,24.3875
2014-07-29,24.595,171831840.0,24.8325,24.86,24.5625
2014-07-30,24.5375,131913920.0,24.61,24.675,24.4175
2014-07-31,23.9,226501680.0,24.29,24.3625,23.8325
2014-08-01,24.0325,193518920.0,23.725,24.155,23.7025
2014-08-04,23.8975,159442960.0,24.0925,24.145,23.7925
2014-08-05,23.78,223444120.0,23.84,23.92,23.59
2014-08-06,23.74,153854800.0,23.6875,23.87,23.6775
2014-08-07,23.62,186213400.0,23.7325,23.9875,23.525
2014-08-08,23.685,167133200.0,23.565,23.705,23.32
2014-08-11,23.9975,145837720.0,23.8175,24.02,23.7089
2014-08-12,23.9925,133943480.0,24.01,24.22,23.9025
2014-08-13,24.31,127466520.0,24.0375,24.31,24.01
2014-08-14,24.375,112226120.0,24.3325,24.3925,24.2
2014-08-15,24.495,195752480.0,24.475,24.5475,24.215
2014-08-18,24.79,189142520.0,24.6225,24.8425,24.495
2014-08-19,25.1325,276759360.0,24.8525,25.17,24.83
2014-08-20,25.1425,210260000.0,25.11,25.2725,24.9875
2014-08-21,25.145,133510120.0,25.1425,25.235,25.0275
2014-08-22,25.33,176113120.0,25.0725,25.3675,25.0475
2014-08-25,25.385,160348880.0,25.4475,25.5425,25.32
2014-08-26,25.2222,132316680.0,25.355,25.375,25.215
2014-08-27,25.5325,187228000.0,25.255,25.6425,25.175
2014-08-28,25.5625,273474960.0,25.3975,25.695,25.39
2014-08-29,25.625,178064480.0,25.715,25.725,25.55
2014-09-02,25.825,212911080.0,25.765,25.935,25.68
2014-09-03,24.735,500001600.0,25.775,25.8,24.645
2014-09-04,24.53,342150840.0,24.7125,25.0225,24.4475
2014-09-05,24.7425,233120120.0,24.7,24.8475,24.5775
2014-09-08,24.59,184706280.0,24.825,24.8275,24.5125
2014-09-09,24.4975,757678000.0,24.77,25.77,24.035
2014-09-10,25.25,401410000.0,24.5025,25.2775,24.44
2014-09-11,25.3575,248308920.0,25.1025,25.36,24.905
2014-09-12,25.415,251304160.0,25.3025,25.5475,25.27
2014-09-15,25.4075,244678680.0,25.7025,25.7625,25.36
2014-09-16,25.215,267017480.0,24.95,25.315,24.7225
2014-09-17,25.395,243132360.0,25.3175,25.45,25.1481
2014-09-18,25.4475,147884680.0,25.4825,25.5875,25.39
2014-09-19,25.24,282989720.0,25.5725,25.5875,25.22
2014-09-22,25.265,209686640.0,25.45,25.535,25.145
2014-09-23,25.66,253023440.0,25.15,25.735,25.135
2014-09-24,25.4375,239897040.0,25.54,25.7125,25.3
2014-09-25,24.4675,398757200.0,25.1275,25.1775,24.43
2014-09-26,25.1875,249107080.0,24.6325,25.1875,24.6
2014-09-29,25.0275,197053040.0,24.6625,25.1088,24.6575
2014-09-30,25.1875,220479920.0,25.2025,25.385,25.1325
2014-10-01,24.795,205601040.0,25.1475,25.1725,24.675
2014-10-02,24.975,190788600.0,24.8175,25.055,24.51
2014-10-03,24.905,173678320.0,24.86,25.0525,24.76
2014-10-06,24.905,147122480.0,24.9875,25.1625,24.855
2014-10-07,24.6875,168012800.0,24.8575,25.03,24.6825
2014-10-08,25.2,229319280.0,24.69,25.2775,24.5775
2014-10-09,25.255,309133320.0,25.385,25.595,25.1525
2014-10-10,25.1825,264999080.0,25.1725,25.5075,25.075
2014-10-13,24.9525,213748240.0,25.3325,25.445,24.9525
2014-10-14,24.6875,253148680.0,25.0975,25.13,24.6425
2014-10-15,24.385,399771160.0,24.4925,24.7875,23.795
2014-10-16,24.065,288071320.0,23.8875,24.43,23.8525
2014-10-17,24.4175,270895640.0,24.375,24.75,24.2025
2014-10-20,24.94,302820160.0,24.5787,24.99,24.555
2014-10-21,25.6175,375146720.0,25.755,25.755,25.3175
2014-10-22,25.7475,272560040.0,25.71,26.0275,25.65
2014-10-23,26.2075,283040600.0,26.02,26.2628,25.9075
2014-10-24,26.305,187751520.0,26.295,26.3725,26.1325
2014-10-27,26.2775,136344480.0,26.2125,26.37,26.175
2014-10-28,26.685,190756280.0,26.35,26.685,26.3375
2014-10-29,26.835,210182320.0,26.6625,26.8425,26.59
2014-10-30,26.745,162288000.0,26.7398,26.8375,26.475
2014-10-31,27.0,178203160.0,27.0025,27.01,26.8025
2014-11-03,27.35,208617960.0,27.055,27.575,27.0025
2014-11-04,27.15,165694640.0,27.34,27.3725,26.93
2014-11-05,27.215,149462120.0,27.275,27.325,27.0313
2014-11-06,27.175,138934960.0,27.15,27.1975,26.95
2014-11-07,27.2525,134621120.0,27.1875,27.33,27.1375
2014-11-10,27.2075,108264240.0,27.255,27.3325,27.1675
2014-11-11,27.425,109321640.0,27.175,27.4375,27.1
2014-11-12,27.8125,185490520.0,27.345,27.8575,27.3425
2014-11-13,28.205,237672720.0,27.95,28.3625,27.9
2014-11-14,28.545,175156240.0,28.2875,28.5475,28.2625
2014-11-17,28.4975,186750840.0,28.5675,29.32,28.325
2014-11-18,28.8675,176653000.0,28.485,28.9225,28.4725
2014-11-19,28.6675,167262200.0,28.86,28.935,28.45
2014-11-20,29.0775,172594600.0,28.7275,29.215,28.7125
2014-11-21,29.1175,227037280.0,29.3775,29.3925,29.0075
2014-11-24,29.6563,187469360.0,29.2125,29.6925,29.155
2014-11-25,29.4,274879720.0,29.7675,29.9375,29.3625
2014-11-26,29.75,163027800.0,29.485,29.775,29.4575
2014-11-28,29.7325,99257600.0,29.8175,29.85,29.5125
2014-12-01,28.7675,334631120.0,29.7025,29.8125,27.8175
2014-12-02,28.6575,236821280.0,28.375,28.9375,28.1875
2014-12-03,28.9825,171824800.0,28.9375,29.0875,28.7775
2014-12-04,28.8725,168272080.0,28.9425,29.3,28.8225
2014-12-05,28.75,152923880.0,28.9975,29.02,28.66
2014-12-08,28.1,229780120.0,28.525,28.662,27.905
2014-12-09,28.53,240448960.0,27.5475,28.575,27.3375
2014-12-10,27.9875,177901440.0,28.6025,28.7125,27.885
2014-12-11,27.905,165618760.0,28.065,28.45,27.835
2014-12-12,27.4325,223495280.0,27.615,27.9675,27.395
2014-12-15,27.0562,268333040.0,27.675,27.9,26.5875
2014-12-16,26.6863,242607160.0,26.5925,27.54,26.565
2014-12-17,27.3525,213063720.0,26.78,27.46,26.705
2014-12-18,28.1625,235142360.0,27.9675,28.1625,27.665
2014-12-19,27.945,346383320.0,28.065,28.31,27.915
2014-12-22,28.235,180388240.0,28.04,28.3725,27.9925
2014-12-23,28.135,103964120.0,28.3075,28.3325,28.115
2014-12-24,28.0025,57918440.0,28.145,28.1775,28.0025
2014-12-26,28.4975,134724800.0,28.025,28.63,28.0025
2014-12-29,28.4775,110133720.0,28.4475,28.6925,28.425
2014-12-30,28.13,119194640.0,28.41,28.48,28.0275
2014-12-31,27.595,165219120.0,28.205,28.2825,27.5525
2015-01-02,27.3325,212575080.0,27.8475,27.86,26.8375
2015-01-05,26.5625,256843520.0,27.0725,27.1625,26.3525
2015-01-06,26.565,262729000.0,26.635,26.8575,26.1575
2015-01-07,26.9375,159933400.0,26.8,27.05,26.6737
2015-01-08,27.9725,236675040.0,27.3075,28.0375,27.175
2015-01-09,28.0025,214582920.0,28.1675,28.3125,27.5525
2015-01-12,27.3125,198284680.0,28.15,28.1575,27.2
2015-01-13,27.555,267879920.0,27.8575,28.2,27.2275
2015-01-14,27.45,194912760.0,27.26,27.6225,27.125
2015-01-15,26.705,239233880.0,27.5,27.515,26.665
2015-01-16,26.4975,313813320.0,26.7575,26.895,26.3
2015-01-20,27.18,198969280.0,26.96,27.2417,26.625
2015-01-21,27.3875,193931440.0,27.2375,27.765,27.0675
2015-01-22,28.1,214869760.0,27.565,28.1175,27.43
2015-01-23,28.245,185680080.0,28.075,28.4375,27.8825
2015-01-26,28.275,221829680.0,28.435,28.5907,28.2
2015-01-27,27.285,369306560.0,28.105,28.12,27.2575
2015-01-28,28.8275,584737200.0,29.4063,29.53,28.8275
2015-01-29,29.725,336528520.0,29.08,29.7975,28.89
2015-01-30,29.29,334587200.0,29.6,30.0,29.2125
2015-02-02,29.6575,250169760.0,29.5125,29.7925,29.02
2015-02-03,29.6625,207368320.0,29.625,29.7725,29.4025
2015-02-04,29.89,279900720.0,29.625,30.1275,29.5772
2015-02-05,29.985,168788440.0,30.005,30.0575,29.8125
2015-02-06,29.7325,174534640.0,30.005,30.0625,29.6125
2015-02-09,29.93,151603120.0,29.6375,29.96,29.6075
2015-02-10,30.505,247381560.0,30.0425,30.5375,30.04
2015-02-11,31.22,293112080.0,30.6925,31.23,30.625
2015-02-12,31.615,297498520.0,31.515,31.87,31.3925
2015-02-13,31.77,215822600.0,31.82,31.82,31.4125
2015-02-17,31.9575,252056440.0,31.8725,32.22,31.73
2015-02-18,32.1788,178783920.0,31.9063,32.195,31.8625
2015-02-19,32.1125,149181840.0,32.12,32.2575,32.0825
2015-02-20,32.3738,195513640.0,32.155,32.375,32.0125
2015-02-23,33.25,292357000.0,32.505,33.25,32.415
2015-02-24,33.0425,276437640.0,33.235,33.4,32.7925
2015-02-25,32.1975,298220480.0,32.89,32.9,32.0375
2015-02-26,32.6037,364687320.0,32.1962,32.7175,31.6525
2015-02-27,32.115,247725400.0,32.5,32.6425,32.06
2015-03-02,32.2725,192170720.0,32.3125,32.57,32.075
2015-03-03,32.34,150999600.0,32.24,32.38,32.0225
2015-03-04,32.135,126353920.0,32.275,32.39,32.08
2015-03-05,31.6025,225565120.0,32.145,32.1875,31.44
2015-03-06,31.65,290798720.0,32.1,32.3425,31.565
2015-03-09,31.785,353640960.0,31.99,32.3925,31.265
2015-03-10,31.1275,274881440.0,31.6025,31.805,30.95
2015-03-11,30.56,275250760.0,31.1875,31.1925,30.5275
2015-03-12,31.1125,192933080.0,30.5775,31.225,30.4075
2015-03-13,30.8975,206978680.0,31.1,31.3488,30.645
2015-03-16,31.2375,143265200.0,30.97,31.2375,30.7175
2015-03-17,31.76,203564920.0,31.475,31.83,31.4125
2015-03-18,32.1175,260472680.0,31.75,32.29,31.5925
2015-03-19,31.8738,182698080.0,32.1875,32.3113,31.85
2015-03-20,31.475,274064720.0,32.0625,32.1,31.29
2015-03-23,31.8025,150390400.0,31.78,31.9625,31.63
2015-03-24,31.6725,130988800.0,31.8075,32.01,31.64
2015-03-25,30.845,206022400.0,31.635,31.705,30.845
2015-03-26,31.06,189638440.0,30.69,31.22,30.65
2015-03-27,30.8125,157886880.0,31.1425,31.175,30.7275
2015-03-30,31.5925,187899920.0,31.0125,31.6,31.0
2015-03-31,31.1075,168077680.0,31.5225,31.6225,31.0888
2015-04-01,31.0625,161852560.0,31.205,31.28,30.775
2015-04-02,31.33,128685640.0,31.2575,31.39,31.0475
2015-04-06,31.8375,147669960.0,31.1175,31.8775,31.0825
2015-04-07,31.5025,139579240.0,31.91,32.0305,31.495
2015-04-08,31.4,149088360.0,31.4625,31.6,31.2425
2015-04-09,31.64,128977440.0,31.4625,31.645,31.165
2015-04-10,31.775,160503040.0,31.4875,31.8025,31.315
2015-04-13,31.7125,144994480.0,32.0925,32.1425,31.6525
2015-04-14,31.575,101673120.0,31.75,31.8225,31.4775
2015-04-15,31.695,115689680.0,31.6025,31.7825,31.5025
2015-04-16,31.5425,112080960.0,31.57,31.775,31.5275
2015-04-17,31.1875,205925240.0,31.3875,31.535,31.115
